entry,at,order
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3968) | #2 ""joe @ To7KZmMlPh"" (1295) | #3 ""modi @ ijiXIznN9B"" (2545) | #4 ""CreamPuff @ owJOiR5UW9"" (2295) | #5 ""Carin @ zKPsMGdvKG"" (505) | #6 ""Jen @ XqgTOswofW"" (1083) | #7 ""Linan @ PKTux6PUMb"" (734) | #8 ""Dan @ ZB3s47J263"" (1785) | #9 ""Gavyn @ At3VyaLfP5"" (1330) | #10 ""Matt @ BzFeWrc0Jd"" (1460)",2020-12-05T05:33:17.200Z,160714639720101
"-- starting hand #62  (No Limit Texas Hold'em) (dealer: ""Matt @ BzFeWrc0Jd"") --",2020-12-05T05:33:17.200Z,160714639720100
"-- ending hand #61 --",2020-12-05T05:33:10.149Z,160714639015103
"""Matt @ BzFeWrc0Jd"" shows a 8♣, 10♦.",2020-12-05T05:33:10.149Z,160714639015102
"""CreamPuff @ owJOiR5UW9"" collected 1350 from pot with Straight, K High (combination: K♥, Q♦, J♠, 10♥, 9♠)",2020-12-05T05:33:10.149Z,160714639015101
"""CreamPuff @ owJOiR5UW9"" shows a K♥, 10♥.",2020-12-05T05:33:10.149Z,160714639015100
"""CreamPuff @ owJOiR5UW9"" calls 100",2020-12-05T05:33:09.342Z,160714638934300
"""Tim @ OuRDJHZx-C"" calls 100",2020-12-05T05:33:08.360Z,160714638836100
"""Matt @ BzFeWrc0Jd"" bets 100",2020-12-05T05:33:05.916Z,160714638591700
"river: 9♠, Q♦, 9♥, J♠ [2♥]",2020-12-05T05:32:58.129Z,160714637813700
"""Tim @ OuRDJHZx-C"" calls 230",2020-12-05T05:32:57.325Z,160714637732600
"""Matt @ BzFeWrc0Jd"" calls 230",2020-12-05T05:32:54.801Z,160714637480100
"""CreamPuff @ owJOiR5UW9"" raises to 230",2020-12-05T05:32:52.150Z,160714637215000
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:32:47.266Z,160714636726600
"""Matt @ BzFeWrc0Jd"" bets 20",2020-12-05T05:32:44.584Z,160714636458400
"turn: 9♠, Q♦, 9♥ [J♠]",2020-12-05T05:32:39.285Z,160714635928600
"""modi @ ijiXIznN9B"" folds",2020-12-05T05:32:38.479Z,160714635848000
"""Tim @ OuRDJHZx-C"" calls 60",2020-12-05T05:32:35.369Z,160714635537000
"""Matt @ BzFeWrc0Jd"" calls 60",2020-12-05T05:32:32.576Z,160714635257600
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T05:32:30.795Z,160714635079600
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:32:29.939Z,160714634993900
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:32:29.041Z,160714634904200
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:32:27.587Z,160714634758800
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:32:26.741Z,160714634674200
"""CreamPuff @ owJOiR5UW9"" bets 60",2020-12-05T05:32:24.708Z,160714634470900
"""modi @ ijiXIznN9B"" checks",2020-12-05T05:32:20.012Z,160714634001400
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T05:32:14.770Z,160714633477100
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:32:11.927Z,160714633192800
"flop:  [9♠, Q♦, 9♥]",2020-12-05T05:32:06.551Z,160714632655300
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T05:32:05.743Z,160714632574300
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:32:03.693Z,160714632369400
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:32:02.546Z,160714632254700
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T05:31:56.294Z,160714631629400
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T05:31:55.400Z,160714631540100
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:31:54.556Z,160714631455700
"""Carin @ zKPsMGdvKG"" calls 20",2020-12-05T05:31:53.644Z,160714631364400
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T05:31:48.718Z,160714630871800
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:31:47.809Z,160714630781000
"""joe @ To7KZmMlPh"" folds",2020-12-05T05:31:46.853Z,160714630685400
"""Tim @ OuRDJHZx-C"" posts a big blind of 20",2020-12-05T05:31:42.811Z,160714630281313
"""Matt @ BzFeWrc0Jd"" posts a small blind of 10",2020-12-05T05:31:42.811Z,160714630281312
"Your hand is 8♠, 6♦",2020-12-05T05:31:42.811Z,160714630281308
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (4378) | #2 ""joe @ To7KZmMlPh"" (1295) | #3 ""modi @ ijiXIznN9B"" (2565) | #4 ""CreamPuff @ owJOiR5UW9"" (1355) | #5 ""Carin @ zKPsMGdvKG"" (525) | #6 ""Jen @ XqgTOswofW"" (1103) | #7 ""Linan @ PKTux6PUMb"" (754) | #8 ""Dan @ ZB3s47J263"" (1805) | #9 ""Gavyn @ At3VyaLfP5"" (1350) | #10 ""Matt @ BzFeWrc0Jd"" (1870)",2020-12-05T05:31:42.811Z,160714630281301
"-- starting hand #61  (No Limit Texas Hold'em) (dealer: ""Gavyn @ At3VyaLfP5"") --",2020-12-05T05:31:42.811Z,160714630281300
"""modi @ ijiXIznN9B"" shows a 8♦, 8♣.",2020-12-05T05:31:40.029Z,160714630003000
"Undealt cards: 6♦, 8♠, 9♥ [8♥, Q♣]",2020-12-05T05:31:37.056Z,160714629707000
"-- ending hand #60 --",2020-12-05T05:31:36.201Z,160714629620202
"""modi @ ijiXIznN9B"" collected 200 from pot",2020-12-05T05:31:36.201Z,160714629620201
"Uncalled bet of 200 returned to ""modi @ ijiXIznN9B""",2020-12-05T05:31:36.201Z,160714629620200
"""joe @ To7KZmMlPh"" folds",2020-12-05T05:31:35.389Z,160714629538900
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T05:31:34.512Z,160714629451300
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T05:31:32.862Z,160714629286200
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T05:31:31.878Z,160714629187900
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:31:31.037Z,160714629103800
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:31:30.127Z,160714629012700
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:31:23.599Z,160714628360000
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:31:18.623Z,160714627862400
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T05:31:17.207Z,160714627720800
"""modi @ ijiXIznN9B"" bets 200",2020-12-05T05:31:14.690Z,160714627469100
"""joe @ To7KZmMlPh"" checks",2020-12-05T05:31:12.071Z,160714627207200
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T05:31:10.189Z,160714627019000
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:31:08.394Z,160714626839500
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:31:05.690Z,160714626569000
"flop:  [6♦, 8♠, 9♥]",2020-12-05T05:31:03.422Z,160714626342400
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:31:02.618Z,160714626261900
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:31:01.026Z,160714626102700
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T05:30:59.351Z,160714625935200
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T05:30:58.180Z,160714625818100
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:30:57.334Z,160714625733500
"""Carin @ zKPsMGdvKG"" calls 20",2020-12-05T05:30:56.477Z,160714625648000
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T05:30:53.661Z,160714625366200
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:30:52.749Z,160714625275000
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T05:30:51.839Z,160714625184400
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:30:49.845Z,160714624984600
"""Matt @ BzFeWrc0Jd"" posts a big blind of 20",2020-12-05T05:30:46.524Z,160714624652513
"""Gavyn @ At3VyaLfP5"" posts a small blind of 10",2020-12-05T05:30:46.524Z,160714624652512
"Your hand is J♣, 5♠",2020-12-05T05:30:46.524Z,160714624652508
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (4398) | #2 ""joe @ To7KZmMlPh"" (1315) | #3 ""modi @ ijiXIznN9B"" (2385) | #4 ""CreamPuff @ owJOiR5UW9"" (1375) | #5 ""Carin @ zKPsMGdvKG"" (545) | #6 ""Jen @ XqgTOswofW"" (1123) | #7 ""Linan @ PKTux6PUMb"" (774) | #8 ""Dan @ ZB3s47J263"" (1825) | #9 ""Gavyn @ At3VyaLfP5"" (1370) | #10 ""Matt @ BzFeWrc0Jd"" (1890)",2020-12-05T05:30:46.524Z,160714624652501
"-- starting hand #60  (No Limit Texas Hold'em) (dealer: ""Dan @ ZB3s47J263"") --",2020-12-05T05:30:46.524Z,160714624652500
"""Dan @ ZB3s47J263"" shows a 6♣, J♣.",2020-12-05T05:30:43.816Z,160714624381700
"-- ending hand #59 --",2020-12-05T05:30:38.994Z,160714623899603
"""Gavyn @ At3VyaLfP5"" shows a A♦, J♦.",2020-12-05T05:30:38.994Z,160714623899602
"""modi @ ijiXIznN9B"" collected 1625 from pot with Flush, Jh High (combination: J♥, 8♥, 5♥, 4♥, 3♥, 2♥)",2020-12-05T05:30:38.994Z,160714623899601
"""modi @ ijiXIznN9B"" shows a 3♥, J♥.",2020-12-05T05:30:38.994Z,160714623899600
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T05:30:38.185Z,160714623818600
"""modi @ ijiXIznN9B"" checks",2020-12-05T05:30:36.110Z,160714623611100
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:30:31.770Z,160714623177100
"river: 5♥, 4♥, 3♣, 2♥ [8♥]",2020-12-05T05:30:30.700Z,160714623071500
"""Gavyn @ At3VyaLfP5"" calls 375",2020-12-05T05:30:29.875Z,160714622987600
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:30:19.587Z,160714621958800
"""CreamPuff @ owJOiR5UW9"" calls 375",2020-12-05T05:30:13.265Z,160714621326600
"""modi @ ijiXIznN9B"" bets 375",2020-12-05T05:30:06.991Z,160714620699200
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:30:03.166Z,160714620316600
"""Dan @ ZB3s47J263"" checks",2020-12-05T05:30:02.095Z,160714620209500
"turn: 5♥, 4♥, 3♣ [2♥]",2020-12-05T05:29:59.059Z,160714619906100
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T05:29:58.253Z,160714619825400
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T05:29:51.311Z,160714619131600
"""Gavyn @ At3VyaLfP5"" calls 80",2020-12-05T05:29:49.055Z,160714618905500
"""Dan @ ZB3s47J263"" calls 80",2020-12-05T05:29:47.931Z,160714618793200
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:29:45.800Z,160714618580400
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:29:43.593Z,160714618359400
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:29:42.743Z,160714618274400
"""CreamPuff @ owJOiR5UW9"" calls 80",2020-12-05T05:29:41.087Z,160714618108700
"""modi @ ijiXIznN9B"" bets 80",2020-12-05T05:29:34.767Z,160714617476800
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T05:29:31.410Z,160714617141000
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:29:29.861Z,160714616986200
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:29:28.715Z,160714616871900
"""Dan @ ZB3s47J263"" checks",2020-12-05T05:29:24.850Z,160714616485000
"flop:  [5♥, 4♥, 3♣]",2020-12-05T05:29:22.738Z,160714616273900
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:29:21.916Z,160714616191600
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T05:29:21.078Z,160714616107900
"""Linan @ PKTux6PUMb"" calls 20",2020-12-05T05:29:20.165Z,160714616016600
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:29:18.499Z,160714615850000
"""Carin @ zKPsMGdvKG"" calls 20",2020-12-05T05:29:17.655Z,160714615765600
"""CreamPuff @ owJOiR5UW9"" calls 20",2020-12-05T05:29:15.133Z,160714615513400
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:29:14.223Z,160714615422300
"""joe @ To7KZmMlPh"" folds",2020-12-05T05:29:13.322Z,160714615332300
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:29:12.444Z,160714615244700
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:29:08.830Z,160714614883100
"""Gavyn @ At3VyaLfP5"" posts a big blind of 20",2020-12-05T05:29:06.058Z,160714614605913
"""Dan @ ZB3s47J263"" posts a small blind of 10",2020-12-05T05:29:06.058Z,160714614605912
"Your hand is 7♦, K♠",2020-12-05T05:29:06.058Z,160714614605908
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (4418) | #2 ""joe @ To7KZmMlPh"" (1315) | #3 ""modi @ ijiXIznN9B"" (1235) | #4 ""CreamPuff @ owJOiR5UW9"" (1850) | #5 ""Carin @ zKPsMGdvKG"" (565) | #6 ""Jen @ XqgTOswofW"" (1143) | #7 ""Linan @ PKTux6PUMb"" (794) | #8 ""Dan @ ZB3s47J263"" (1925) | #9 ""Gavyn @ At3VyaLfP5"" (1845) | #10 ""Matt @ BzFeWrc0Jd"" (1910)",2020-12-05T05:29:06.058Z,160714614605901
"-- starting hand #59  (No Limit Texas Hold'em) (dealer: ""Linan @ PKTux6PUMb"") --",2020-12-05T05:29:06.058Z,160714614605900
"""joe @ To7KZmMlPh"" shows a Q♠, 9♥.",2020-12-05T05:29:00.714Z,160714614071500
"-- ending hand #58 --",2020-12-05T05:28:59.038Z,160714613903902
"""Matt @ BzFeWrc0Jd"" collected 1160 from pot with Two Pair, 8's & 7's (combination: 8♠, 8♥, 7♦, 7♠, 10♣)",2020-12-05T05:28:59.038Z,160714613903901
"""Matt @ BzFeWrc0Jd"" shows a 8♠, 7♦.",2020-12-05T05:28:59.038Z,160714613903900
"""Carin @ zKPsMGdvKG"" checks",2020-12-05T05:28:58.229Z,160714613823000
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T05:28:56.687Z,160714613668700
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:28:55.735Z,160714613573600
"river: 6♦, 7♠, 2♥, 10♣ [8♥]",2020-12-05T05:28:45.698Z,160714612570300
"""CreamPuff @ owJOiR5UW9"" calls 80",2020-12-05T05:28:44.893Z,160714612489400
"""modi @ ijiXIznN9B"" folds",2020-12-05T05:28:41.258Z,160714612125900
"""Matt @ BzFeWrc0Jd"" calls 80",2020-12-05T05:28:40.338Z,160714612033900
"""Carin @ zKPsMGdvKG"" bets 80",2020-12-05T05:28:36.649Z,160714611664900
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T05:28:32.944Z,160714611294500
"""modi @ ijiXIznN9B"" checks",2020-12-05T05:28:31.410Z,160714611141000
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:28:30.495Z,160714611049600
"turn: 6♦, 7♠, 2♥ [10♣]",2020-12-05T05:28:23.599Z,160714610360200
"""CreamPuff @ owJOiR5UW9"" calls 80",2020-12-05T05:28:22.789Z,160714610279000
"""modi @ ijiXIznN9B"" calls 80",2020-12-05T05:28:17.333Z,160714609733400
"""joe @ To7KZmMlPh"" folds",2020-12-05T05:28:15.871Z,160714609587200
"""Tim @ OuRDJHZx-C"" folds",2020-12-05T05:28:14.993Z,160714609499300
"""Matt @ BzFeWrc0Jd"" calls 80",2020-12-05T05:28:13.240Z,160714609324000
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T05:28:11.274Z,160714609127500
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:28:10.438Z,160714609043800
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:28:09.536Z,160714608953700
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:28:04.819Z,160714608482000
"""Carin @ zKPsMGdvKG"" bets 80",2020-12-05T05:28:01.564Z,160714608156500
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T05:27:55.570Z,160714607557000
"""modi @ ijiXIznN9B"" checks",2020-12-05T05:27:54.641Z,160714607464200
"""joe @ To7KZmMlPh"" checks",2020-12-05T05:27:53.733Z,160714607373300
"""Tim @ OuRDJHZx-C"" checks",2020-12-05T05:27:51.774Z,160714607177500
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:27:42.286Z,160714606228700
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:27:41.085Z,160714606108600
"""Dan @ ZB3s47J263"" checks",2020-12-05T05:27:40.237Z,160714606023700
"""Linan @ PKTux6PUMb"" checks",2020-12-05T05:27:38.829Z,160714605883000
"flop:  [6♦, 7♠, 2♥]",2020-12-05T05:27:31.472Z,160714605147300
"""joe @ To7KZmMlPh"" calls 60",2020-12-05T05:27:30.660Z,160714605066100
"""Tim @ OuRDJHZx-C"" calls 60",2020-12-05T05:27:28.999Z,160714604900000
"""Matt @ BzFeWrc0Jd"" calls 60",2020-12-05T05:27:20.537Z,160714604053800
"""Gavyn @ At3VyaLfP5"" calls 60",2020-12-05T05:27:18.937Z,160714603893800
"""Dan @ ZB3s47J263"" calls 60",2020-12-05T05:27:18.100Z,160714603810100
"""Linan @ PKTux6PUMb"" calls 60",2020-12-05T05:27:16.039Z,160714603604000
"""Jen @ XqgTOswofW"" calls 60",2020-12-05T05:27:10.924Z,160714603092500
"""Carin @ zKPsMGdvKG"" calls 60",2020-12-05T05:27:10.068Z,160714603006900
"""CreamPuff @ owJOiR5UW9"" calls 60",2020-12-05T05:27:04.313Z,160714602431400
"""modi @ ijiXIznN9B"" raises to 60",2020-12-05T05:27:03.406Z,160714602340600
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T05:26:58.731Z,160714601873200
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:26:56.591Z,160714601659100
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:26:54.735Z,160714601473600
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:26:53.363Z,160714601336500
"""Dan @ ZB3s47J263"" posts a big blind of 20",2020-12-05T05:26:49.993Z,160714600999413
"""Linan @ PKTux6PUMb"" posts a small blind of 10",2020-12-05T05:26:49.993Z,160714600999412
"Your hand is 3♣, 4♥",2020-12-05T05:26:49.993Z,160714600999408
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (4478) | #2 ""joe @ To7KZmMlPh"" (1375) | #3 ""modi @ ijiXIznN9B"" (1375) | #4 ""CreamPuff @ owJOiR5UW9"" (2070) | #5 ""Carin @ zKPsMGdvKG"" (785) | #6 ""Jen @ XqgTOswofW"" (1203) | #7 ""Linan @ PKTux6PUMb"" (854) | #8 ""Dan @ ZB3s47J263"" (1985) | #9 ""Gavyn @ At3VyaLfP5"" (1905) | #10 ""Matt @ BzFeWrc0Jd"" (970)",2020-12-05T05:26:49.993Z,160714600999401
"-- starting hand #58  (No Limit Texas Hold'em) (dealer: ""Jen @ XqgTOswofW"") --",2020-12-05T05:26:49.993Z,160714600999400
"""Gavyn @ At3VyaLfP5"" shows a 8♠, 10♦.",2020-12-05T05:26:46.427Z,160714600642800
"""joe @ To7KZmMlPh"" shows a 10♥, 8♣.",2020-12-05T05:26:46.421Z,160714600642200
"-- ending hand #57 --",2020-12-05T05:26:45.662Z,160714600566502
"""Tim @ OuRDJHZx-C"" collected 1370 from pot",2020-12-05T05:26:45.662Z,160714600566501
"Uncalled bet of 140 returned to ""Tim @ OuRDJHZx-C""",2020-12-05T05:26:45.662Z,160714600566500
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T05:26:44.855Z,160714600485600
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:26:44.020Z,160714600402100
"""joe @ To7KZmMlPh"" folds",2020-12-05T05:26:43.169Z,160714600317000
"""Tim @ OuRDJHZx-C"" bets 140",2020-12-05T05:26:40.534Z,160714600053500
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:26:34.686Z,160714599468700
"""Jen @ XqgTOswofW"" checks",2020-12-05T05:26:33.138Z,160714599313900
"river: J♣, 6♦, 7♦, 3♥ [Q♥]",2020-12-05T05:26:31.327Z,160714599133600
"""Gavyn @ At3VyaLfP5"" calls 80",2020-12-05T05:26:30.523Z,160714599052400
"""Jen @ XqgTOswofW"" calls 80",2020-12-05T05:26:29.677Z,160714598967800
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:26:28.833Z,160714598883400
"""CreamPuff @ owJOiR5UW9"" folds",2020-12-05T05:26:23.187Z,160714598318800
"""joe @ To7KZmMlPh"" calls 80",2020-12-05T05:26:22.279Z,160714598228000
"""Tim @ OuRDJHZx-C"" bets 80",2020-12-05T05:26:20.426Z,160714598042700
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:26:16.267Z,160714597626800
"""Jen @ XqgTOswofW"" checks",2020-12-05T05:26:13.685Z,160714597368600
"turn: J♣, 6♦, 7♦ [3♥]",2020-12-05T05:26:11.525Z,160714597152700
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T05:26:10.719Z,160714597071900
"""Gavyn @ At3VyaLfP5"" calls 80",2020-12-05T05:26:09.504Z,160714596950500
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:26:08.671Z,160714596867200
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:26:07.773Z,160714596777400
"""Jen @ XqgTOswofW"" calls 80",2020-12-05T05:26:05.005Z,160714596500500
"""Carin @ zKPsMGdvKG"" calls 80",2020-12-05T05:26:04.159Z,160714596416000
"""CreamPuff @ owJOiR5UW9"" calls 80",2020-12-05T05:26:00.971Z,160714596097200
"""joe @ To7KZmMlPh"" calls 80",2020-12-05T05:25:58.245Z,160714595824500
"""Tim @ OuRDJHZx-C"" bets 80",2020-12-05T05:25:56.527Z,160714595652700
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:25:52.244Z,160714595224400
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:25:50.498Z,160714595049900
"""Dan @ ZB3s47J263"" checks",2020-12-05T05:25:49.660Z,160714594966100
"""Linan @ PKTux6PUMb"" checks",2020-12-05T05:25:48.763Z,160714594876400
"""Jen @ XqgTOswofW"" checks",2020-12-05T05:25:47.922Z,160714594792200
"flop:  [J♣, 6♦, 7♦]",2020-12-05T05:25:43.997Z,160714594399800
"""Jen @ XqgTOswofW"" calls 60",2020-12-05T05:25:43.187Z,160714594318800
"""Carin @ zKPsMGdvKG"" calls 60",2020-12-05T05:25:42.345Z,160714594234600
"""CreamPuff @ owJOiR5UW9"" calls 60",2020-12-05T05:25:40.057Z,160714594005700
"""modi @ ijiXIznN9B"" folds",2020-12-05T05:25:38.252Z,160714593825300
"""joe @ To7KZmMlPh"" calls 60",2020-12-05T05:25:37.342Z,160714593734300
"""Tim @ OuRDJHZx-C"" calls 60",2020-12-05T05:25:36.466Z,160714593646600
"""Matt @ BzFeWrc0Jd"" calls 60",2020-12-05T05:25:33.706Z,160714593370700
"""Gavyn @ At3VyaLfP5"" calls 60",2020-12-05T05:25:31.011Z,160714593101200
"""Dan @ ZB3s47J263"" calls 60",2020-12-05T05:25:29.976Z,160714592997700
"""Linan @ PKTux6PUMb"" raises to 60",2020-12-05T05:25:27.449Z,160714592745000
"""Jen @ XqgTOswofW"" calls 20",2020-12-05T05:25:20.744Z,160714592074500
"""Carin @ zKPsMGdvKG"" calls 20",2020-12-05T05:25:19.876Z,160714591987700
"""CreamPuff @ owJOiR5UW9"" checks",2020-12-05T05:25:17.468Z,160714591746800
"""modi @ ijiXIznN9B"" calls 20",2020-12-05T05:25:16.311Z,160714591631200
"""joe @ To7KZmMlPh"" calls 20",2020-12-05T05:25:15.212Z,160714591521300
"""Tim @ OuRDJHZx-C"" calls 20",2020-12-05T05:25:13.947Z,160714591394800
"""Matt @ BzFeWrc0Jd"" calls 20",2020-12-05T05:25:11.420Z,160714591142000
"""Gavyn @ At3VyaLfP5"" calls 20",2020-12-05T05:25:09.070Z,160714590907100
"""Dan @ ZB3s47J263"" calls 20",2020-12-05T05:25:08.171Z,160714590817200
"""CreamPuff @ owJOiR5UW9"" posts a missed big blind of 20",2020-12-05T05:25:04.787Z,160714590479016
"""CreamPuff @ owJOiR5UW9"" posts a missing small blind of 10",2020-12-05T05:25:04.787Z,160714590479015
"""Linan @ PKTux6PUMb"" posts a big blind of 20",2020-12-05T05:25:04.787Z,160714590479014
"""Jen @ XqgTOswofW"" posts a small blind of 10",2020-12-05T05:25:04.787Z,160714590479013
"Your hand is A♣, 5♣",2020-12-05T05:25:04.787Z,160714590479009
"Player stacks: #1 ""Tim @ OuRDJHZx-C"" (3328) | #2 ""joe @ To7KZmMlPh"" (1595) | #3 ""modi @ ijiXIznN9B"" (1395) | #4 ""CreamPuff @ owJOiR5UW9"" (2220) | #5 ""Carin @ zKPsMGdvKG"" (925) | #6 ""Jen @ XqgTOswofW"" (1423) | #7 ""Linan @ PKTux6PUMb"" (914) | #8 ""Dan @ ZB3s47J263"" (2045) | #9 ""Gavyn @ At3VyaLfP5"" (2125) | #10 ""Matt @ BzFeWrc0Jd"" (1030)",2020-12-05T05:25:04.787Z,160714590479002
"-- starting hand #57  (No Limit Texas Hold'em) (dealer: ""Carin @ zKPsMGdvKG"") --",2020-12-05T05:25:04.787Z,160714590479001
"The player ""CreamPuff @ owJOiR5UW9"" joined the game with a stack of 2220.",2020-12-05T05:25:04.787Z,160714590479000
"-- ending hand #56 --",2020-12-05T05:24:58.883Z,160714589888402
"""Tim @ OuRDJHZx-C"" collected 410 from pot",2020-12-05T05:24:58.883Z,160714589888401
"Uncalled bet of 140 returned to ""Tim @ OuRDJHZx-C""",2020-12-05T05:24:58.883Z,160714589888400
"""Jen @ XqgTOswofW"" folds",2020-12-05T05:24:58.075Z,160714589807600
"""Tim @ OuRDJHZx-C"" bets 140",2020-12-05T05:24:53.755Z,160714589375600
"""Jen @ XqgTOswofW"" checks",2020-12-05T05:24:48.963Z,160714588896400
"turn: 3♦, 8♥, A♦ [Q♣]",2020-12-05T05:24:46.325Z,160714588632800
"""Matt @ BzFeWrc0Jd"" folds",2020-12-05T05:24:45.519Z,160714588552000
"""Gavyn @ At3VyaLfP5"" folds",2020-12-05T05:24:44.626Z,160714588462700
"""Dan @ ZB3s47J263"" folds",2020-12-05T05:24:41.582Z,160714588158200
"""Linan @ PKTux6PUMb"" folds",2020-12-05T05:24:40.675Z,160714588067600
"""Jen @ XqgTOswofW"" calls 80",2020-12-05T05:24:36.914Z,160714587691500
"""Tim @ OuRDJHZx-C"" bets 80",2020-12-05T05:24:32.971Z,160714587297200
"""Matt @ BzFeWrc0Jd"" checks",2020-12-05T05:24:28.685Z,160714586868500
"""Gavyn @ At3VyaLfP5"" checks",2020-12-05T05:24:27.809Z,160714586781000
"""Dan @ ZB3s47J263"" checks",2020-12-05T05:24:26.119Z,160714586611900
"""Linan @ PKTux6PUMb"" checks",2020-12-05T05:24:25.200Z,160714586520100
"""Jen @ XqgTOswofW"" checks",2020-12-05T05:24:23.784Z,160714586378400
"flop:  [3♦, 8♥, A♦]",2020-12-05T05:24:21.896Z,160714586189800
"""Jen @ XqgTOswofW"" calls 40",2020-12-05T05:24:21.091Z,160714586109200
"""Carin @ zKPsMGdvKG"" folds",2020-12-05T05:24:19.589Z,160714585959000
"""modi @ ijiXIznN9B"" folds",2020-12-05T05:24:15.913Z,160714585591400
